date,title,location,duration,content,source_file
2025-06-12,旋轉Elbow 系列,Flow,1.0,"* 強度：中  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 擦管, straddle, shoulder mount  
    - [x] Ayesha  1 下 🌈：偷擦了一下 好滑  
- [x] 主菜  
    - [x] Elbow 系列  
        - [x] Double Knot 2025/1/15, 2025/4/28 -> Janeiro  
            * 成功率：4/5（注意耳朵位置），Janeiro：3/4，但沒有成功穩穩放手手  
        - [x] 逆轉電風扇 2024/7/1  
            * 成功率：3/3  
            * Vertical split 好像變醜了（戳腳好痛），但整體比以前從容～也敢帶轉速了  
        - [x] 試試昨天的課古：meathook->right inside leg hang->4號腿->抓腳  
            * 成功率：2/4，這需要爬高，做漂亮看拿拿的影片。成功扒課程動作還是很開心！  
    - [x] Drop  
        - [x] [Claw-Grip Faux-Flip](https://www.instagram.com/reel/DJP6yEDoCBs/?igsh=MWpoMWhmdmN4emMzYQ==) by [@jess_i_can_fly](https://www.instagram.com/jess_i_can_fly)  
            * 成功率：0/4  
            * 好像是因為反慣用手，身體一直晃。下次試試看換邊  ",日常練管紀錄 202504-06.md
2025-06-13,高跟鞋,心室,,"強度：中（結束後蠻累的說）  
- [x] 暖身  
- [x] 主菜  
    - [x] 高跟鞋 第三課 中半  
        * 腿畫圈很難耶，練到瘋狂搖頭  
    - [x] [滾來滾去手倒立](https://www.instagram.com/reel/DKHQYerzSfU/?igsh=cGF5d25zNmVmMnQy) by [吳泰誼](https://www.instagram.com/mimiwu_poledance?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==)  
        * 完成度：80%，3 次。感覺上倒立變輕鬆了，但很多細節要抓  ",日常練管紀錄 202504-06.md
2025-06-16,跳三個 handspring + air 跳,舞雲,,"* 成功率：地跳3/3, air 0/3  
* 穩定度：正常，現在地跳都可以直接上了  
* 表現：air 管上還是失敗，但比較敢跳了，感覺是翻身不夠果斷。  
  ",日常練管紀錄 202504-06.md
2025-06-17,手倒立,心室,,"* 強度：低（狀態不好，Ayesha 彩虹直接累死）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
    - [x] Ayesha  1 下 🌈 from Jasmine（好像可以不落地ㄟ）  
        * 累鼠。直接 CD 10 分鐘😑  
- [x] 主菜  
    - [x] 手倒立  
        - [x] Jamilla—>handstand 2025/4/16 (1)  
            * 成功率：0/7，都沒 hold 住😭  
        - [x] 倒立進十字腿 2025/4/2 (1)  
            * 成功率：4/4（偷跳）。左腳比較重、快一點上去。識字腿都沒 hold 住耶  
        - [x] [正坐→掛菜籃→A→BMbridge→手撐sneakyV→手倒立](https://www.instagram.com/reel/DK7S3AvM9ib/?igsh=MW16dXhjOGhocjJqaA==)  
            * 成功率：0/4，完成度：65%  
            * 這套練到很多基本功，手撐SneakyV還是會偷腳，手倒立那裡不太行😅  
    - [x] Drop  
        - [x] Weird 手 Brass Monkey 解腳 drop  
            * 成功率：8/8  
            * 好玩一直玩，腳背上去繃好比較不會讓身體轉動，雙腳有控制的下來。會做要做漂亮哦～  ",日常練管紀錄 202504-06.md
2025-06-18,希臘神腹上 3 個,舞雲,,"* 成功率：腹上 0/1、尻上 2/3、偷跳 1/1  
* 穩定度：希臘神有變好欸  
* 表現：🔓ironX！！(感覺 sneakyV 的髖有幫助)  ",日常練管紀錄 202504-06.md
2025-06-19,力量管,Flow,,"* 強度：中（沒想像累）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
    - [x] Ayesha  1 下 🌈   
- [x] 主菜  
    - [x] 力量招  
        - [x] 旋轉 Banana handspring 2024/11/8 —> Janeiro  
            * 成功率：3/4 要爬高一點。這招真的很好看~ 成功進入 Janeiro 漂亮撐住放手了！（感覺週一課 buibuibend 有幫助）  
        - [x] 旋轉 2025/5/28 -> 2025/1/22 -> elbow Ayesha 😇感覺超硬核  
            * 成功率：3/3，但接不到下一招...  
        - [x] 固定 Genie —> shoulder mount 2025/6/2 shoulder mount to flip? —>2025/6/16  
            * 練進入 Genie —> shoulder mount 3/3，但不敢 regrip 和 flip  
    - [x] Drop  
        - [x] [Claw-Grip Faux-Flip](https://www.instagram.com/reel/DJP6yEDoCBs/?igsh=MWpoMWhmdmN4emMzYQ==) by [@jess_i_can_fly](https://www.instagram.com/jess_i_can_fly)  
            * 成功率：4/5，雞爪手比較穩，但是面向還是不太穩定~這個真的很好玩  ",日常練管紀錄 202504-06.md
2025-06-20,高跟鞋,心室,,"* 強度：  
- [x] 暖身  
    - [x] 左腳爬管  
- [x] 主菜  
    - [x] 高跟鞋  ",日常練管紀錄 202504-06.md
2025-06-23,Flag,心室,1.0,"* 強度：低  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
    - [x] Ayesha  1 下 🌈 from Jasmine  
- [x] 主菜  
    - [x] Flag  
        - [x] 上去 Flag: flag —> brassMonkey  
            * 成功率：4/4  
        - [x] 上去 Flag deadlift  
            * 成功率：0/3  
        - [x] 下來 Flag Swing  
            * 成功率：3/3  
        - [x] 下來 brassMonkey —> Flag  
            * 成功率：3/7🔓hold 住了！  
    - [x] Drop  
        - [x] Brassmonkey 3 階段 Flip  
            * 第二階段0.5/19  
            * 檢查點：腿用力繃直4，雙腳同步下降3，上去全腳背0  ",日常練管紀錄 202504-06.md
2025-06-24,ShoulderMount,心室,1.5,"* 強度：中（好像生病了，但還是很努力）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
    - [x] Ayesha 🌈 (Jasmine進)  
- [x] 主菜  
    - [x] 手倒立  
        - [x] [看起來很好玩的固定管妖術＋手倒立](https://www.instagram.com/reel/DLBI8jYILfJ/?igsh=MWIycXgwNW9wdnFhMA==)  
            * 成功率：7/13，胯下今天有夠濕，最後腳戳一下比較有慣性  
        - [x] [趴虎](https://www.instagram.com/reel/DJBYJ4foWBz/?igsh=MXMxN3dvejNua2RreA==) by [@chloeandersonpole](https://www.instagram.com/chloeandersonpole/)  
            * 成功率：0/3，有夠可怕捏，感覺是手手沒力  
    - [x] Drop（腿直）  
        - [x] [Symphony flip](https://www.instagram.com/reel/DJRTR2-SBGw/?igsh=cGZrNXJoOGc0cDZ3) by [@apolelin](https://www.instagram.com/apolelin/)  
            * 成功率：5/12  
            * 身體出來一點，上手不要包、腋下不要夾  
            * 想著外腳等一下、腳腳併腳腳（會真的併腳立正）  ",日常練管紀錄 202504-06.md
2025-06-25,軟手希臘神腹上 3 個,舞雲,,"* 上完課(背上jack knife)，原本就不舒服的胸大肌、變得很痛（直接預約明天萬芳醫院復健科）  
* 取消腹上練習  ",日常練管紀錄 202504-06.md
2025-06-26,看胸大肌，強制休息,,,,日常練管紀錄 202504-06.md
2025-06-27,"體驗 L3-L4 固定管（at Flow, by Shelly, 瑪麗安柏）",,,,日常練管紀錄 202504-06.md
2025-06-30,大病＋基本功,心室,1.0,"- [x] 暖身  
- [x] 主菜  
    - [x] 基本功  
        - [x] Straddle 片腿  雙邊* 3  
        - [x] Shoulder mount 片腿 雙邊* 3  
        - [x] BrassMonkey Flip * 1  
    - [x] [Flip to Superman ](https://www.instagram.com/reel/DJy8LwCP-8t/?igsh=Ym5uMmd5a3NtMzRn) by [@julianna_pole](https://www.instagram.com/julianna_pole/)  
        * 成功率：8/9  
        * 存了這招好久終於練了哈哈哈  ",日常練管紀錄 202504-06.md
2025-07-09,複習 Fedotov 前滾翻倒立,心室,1.5,"* 強度：中  
- [x] 暖身  
    - [x] 拉伸  
    - [x] Tabata 8rounds  
- [x] 主菜：Fedotov  
    - [x] 前滾翻  
        - [x] 前滾翻*5  
        - [x] 前滾翻單腿直*5  
    - [x] Handstand 2025/7/3  
        - [x] 左肩左手低：雙邊*3  
        - [x] 左肩右手地：雙邊*3  
        - [x] Handsprings手倒立進：順邊  
            - [x] +bounce*6  
                * 感覺背上的那種肩膀前旋，可以幫助身體更加貼近鋼管，更像倒立的姿勢  
            - [x] +handspring開腳*3  
            - [x] +趴虎（單手*2，放上手*3）  
                * 重心慢慢給到外腳，上手就很輕可以換了  
                * 背要ㄍㄧㄣ好，換手的時候也要一直線向上  
    - [x] 側手翻  
        - [x] 空 *3  
            * 身體慣性+一直線  
        - [x] twisted *3  
            * 身體要往前送  
        - [ ] Cup*0  ",日常升級紀錄 202507-10.md
2025-07-10,複習 Inyeong ＋週三拿課,Flow,1.0,"* 強度：中（抓天堂鳥很累）  
- [x] 暖身  
    - [x] 拉伸+大字甩手拉旁腿+弓箭仆步轉髖+甩腰  
    - [x] Straddle  
- [x] 主菜：Inyeong+週三拿拿旋轉（我沒上）  
    - [x] Inyeong 正爬 2025/7/3  
        * Try：4  
    - [x] Inyeong Titanic 2025/7/3  
        * 成功率：0/6  
        * 一直放不了手欸，抓不到張力  
    - [x] Inyeong 麻花捲熱帶魚 2025/7/3  
        * 成功率：0/4  
        * 直不了腿🥺還需要主動軟度，腳腳能開到抓到管之類的  
    - [x] 週三拿（我沒上）：[奇特換手+ 左腋Yogini +上天堂鳥](https://www.instagram.com/reel/DLhelLYzfiV/?igsh=MTEwbzJ6NHFjcXN2bg==)  
        * 成功率：🐋6🕊️2/6  
        * 奇特換手很難乾淨ㄟ  
        * 🔓抓到兩隻上天堂鳥！  ",日常升級紀錄 202507-10.md
2025-07-11,鳳凰＋Dynamic 系列,心室,1.5,"* 強度：中（後面手破了）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] Tabata  
    - [x] Handspring 跳上 🌈:很不穩欸，尤其cup, forearm  
- [x] 主菜：Swing + 鳳凰  
    - [x] 營隊動力  
        - [x] Fedotov 的 Swing   
            - [x] Chair swing 2025/7/3 13:51  
                * 雙邊*1  
            - [x] Chair 拍下手  2025/7/3 13:53  
                * 左手*2，右手*1  
    - [x] 鳳凰  
        - [x] Twisted 鳳凰 2025/5/19  
            * 成功率：偷跳5/14  
            * 起步手不可以抓太高，大概額頭，不然接手太低三角形太扁就過不了頭  
        - [x] True 鳳凰 2025/3/31  
            * 成功率：到位置5偷跳跳不到0/5  
            * 這個動力感覺比較大  
        - [x] Cup 鳳凰 2025/7/8  
            * 成功率：0，右手破了，走個位～  ",日常升級紀錄 202507-10.md
2025-07-14,課後連三個退屁股,舞雲,0.5,"* 成功率：2/3  
* 穩定度：twisted比較有抓到感覺，true,cup還沒  
* 表現  
    * true 手指一直抽筋（雪莉說想著背肌大手臂用力，而不是手指捏）  
    * cup沒停好  
  ",日常升級紀錄 202507-10.md
2025-07-15,複習營隊內容Adam,心室,1.0,"* 強度：中（後面比較有做開）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力（依依）  
        - [x] 地上shoulder mount   
        - [x] 地上 引體向上  
    - [x] 跳上handspring 🌈  
- [x] 主菜  
    - [x] Adam   
        - [x] Helloboy to 換手 To Superman   
            * 成功率：2/21（卡點：擺盪、superman 劈腿、鏡頭面向）  ",日常升級紀錄 202507-10.md
2025-07-16,希臘神卍字飛 3 個,舞雲,0.5,"* 成功率：希臘神 3/3, 卍字飛 3/3  
* 穩定度：還可以  
* 表現：但是我不敢把腿舉起來（aka 上去），胸大肌很痛 課後三個腹上希臘神/卍字腿📍舞雲  ",日常升級紀錄 202507-10.md
2025-07-17,旋轉管軟招,Flow,1.0,"* 強度：中（嘗試了很多次，進度比較少）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 正腿，旁腿，胸腰（蹺蹺板、起背肌、趴地），踢腿（前旁）  
- [x] 主菜  
    - [x] 旋轉  
        - [x] 日光浴進入 2025/4/23  
            * 成功率：4/5  
        - [x] 試試 [blackybel 的 hip split 進天堂](https://www.instagram.com/reel/DKcUGnRs9uc/?igsh=MXcxNzhkcjdpbTBnOA==) 左鳥  
            * 成功率：0/6  
            * 從單手飛那裡開始，單手飛也很難。  
            * Hip split 沒有問題～（後腳多壓）  
            * 進入天堂鳥卡住了（但有越來越近的跡象！）  
            * 感覺腳拉直就沒彈性了🤔  ",日常升級紀錄 202507-10.md
2025-07-18,鳳凰練習,心室,2.0,"* 強度：高（狀態極好，力氣很大！經前紅利，最後手也破了）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] Tabata  
    - [x] Ayesha 🌈 跳上：狀態很好！全部都一次到位  
- [x] 主菜  
    - [x] 基本功：Ayesha -> X -> Ayesha  
    - [x] 背上練習  
        - [x] 動力背上 2025/6/2  
            * 嘗試 13 次  
            * 動力 11/13  
            * Hold 4/7(肩鎖好、不轉)；跳上 3/6（核心持續發力）  
        - [x] 傑克刀背上 2025/6/25  
            * 成功率：0/1（腿一直直很難捏）  
    - [x] 鳳凰類  
        - [x] Cup 2025/7/8  
            * 嘗試13次  
            * 接手 3/13，cup 上 1/4  
        - [x] Twisted 2025/5/19  
            * 嘗試15次  
            * 偷跳 8/15  
        - [x] 正手 2025/3/31  
            * 嘗試16次  
            * Hold 9次，偷跳 2/7  ",日常升級紀錄 202507-10.md
2025-07-21,Flow,心室,1.0,"- [x] 暖身  
    - [x] 拉伸  
    - [x] Ayesha 🌈 跳上(正手forearm最不穩）  
- [x] 主菜  
    - [x] Yvonne 的 flow 2025/7/2  
        * 練了14次  
        * Handstand butterfly🔓  ",日常升級紀錄 202507-10.md
2025-07-22,Flow,心室,1.0,"* 強度:低（狀態很糟，抓不到感覺，還暈。可能是因為先去了健身房又騎車、還蛋斷、身體累）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] Ayesha🌈from 毛毛蟲（football最不穩）  
- [x] 主菜  
    - [x] Yvonne 的 flow 2025/7/4  
        * Try：6次  ",日常升級紀錄 202507-10.md
2025-07-23,shoulder mount＋baby Fonji,心室,2.0,"* 強度：中（狀態很好）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
    - [x] Ayesha 🌈outside leg 拉出來(很濕，elbow 找到拉出來的感覺了！）  
- [x] 主菜  
    - [x] Shoulder Mount bounce  
        - [x] 站起來 *5左右兩邊  
        - [x] Bounce預備  
        - [x] re-Grip *5 2025/6/16  
        - [x] 先抱胸shoulder mount 上去👉re-Grip👉Shoulder mount re-Grip 👉jump by 拿拿2025/7/23 *6  
        - [x] Baby Fonji  
            * Try：12次，可以抓到手但沒捉住  
            * 注意落腳位置，要塞得進腋下  
            * 雪莉身體轉速度好像比較快；我上半身有點太慢了  
            * 但看影片好像還可以，是握住太慢🤣  
            * 不過總算有練到的感覺啦，感覺快了～👍  
    - [x] Drop/Flip  
        - [x] [Dragon Tail Flip](https://www.instagram.com/reel/DMbS6D2IFNH/?igsh=Mm9hY3V6NWl2dzdv)  
            * 成功率：0/2，好可怕…看起來像是換手的outside leg flip 。  
        - [x] outside leg hang flip 2025/5/12   
            * 成功率：5/6  
    - [x] Adam ：捧奶  
        * Try：10  
        * 感覺要頭再低一點（側翻的感覺），然後回來核心要再推  ",日常升級紀錄 202507-10.md
2025-07-24,補課（雪莉的旋轉管＋固定管）,Flow,1.0,"- [x] 暖身  
    - [x] 拉伸  
    - [x] Ayesha🌈outside 拉出來（進步很多！連續了！）  
- [x] 主菜  
    - [x] 旋轉：雪莉的課（我沒上）2025/7/7  
        * 成功率：0/5（完成率80%，差換邊handspring）  
        * 換手handspring 很不穩哦，做不出來，感覺左手握力很危險  
    - [x] 固定：雪莉的課（我沒上）2025/7/21  
        * 成功率：1/7（大部分完成率80%，差cupid drop，有一個用勇氣跳下去了💪🏻)  
        * Cupid drop還得練～感覺高一點比較不恐怖，然後不要想太多、會更不敢😂  ",日常升級紀錄 202507-10.md
2025-07-25,鳳凰＋Dynamic 系列,心室,1.5,"* 強度：中高（手又練爆了～忘了帶護腕、好摩手脖子…）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] Tabata  
    - [x] Ayesha 🌈 跳上，今天感覺蠻輕的！還可以喬屁股～下次跳的注意腳背、推的漂亮推（elbow，football）  
- [ ] 主菜  
    - [x] 動力類  
        - [x] Fedotov 2025/7/3  
            - [x] Chair  接手  2025/7/3 13:54  
                * Try：3  
                * 感覺這個可以多練，當暖身～看什麼時候可以也漂亮的飛  
            - [x] 擺一條+換腳 +放手  2025/7/3 14:01  
                * Try：2  
                * 感覺這也可以多練，當暖身～和杯鳳凰反邊的飛  
    - [x] 鳳凰類  
        - [x] 動力背上 2025/6/2  
            * 傑克刀hold：5 （不知道為什麼都會飄移，屁股會晃出去、往腳腳那邊）  
            * 偷跳：5/8，可以不用襪子抓管了！可以懸空上了！有找到慣性的感覺～ㄉㄨㄞ～ㄉㄨㄞ～注意腳ㄉㄨㄞ的位置  
            * 下次：換右腳跳、爭取跳一下、更進階看可不可以pencil   
        - [x] Cup 2025/7/8  
            * 亂踩 1/15😑  
        - [x] Twisted 2025/5/19  
            * 偷跳 5/  
        - [x] 正手 2025/3/31  
            * hold 5/，偷跳5/  ",日常升級紀錄 202507-10.md
2025-07-28,handspring bounce +卍字hold,舞雲,,"* 成功率  
    * 滯空handspring 胸大肌爆痛0/2  
    * 側上踢3/3，很穩+bounce 2/2  
    * 卍字hold 3/3，但是沒有上去的力氣  
    * Handspring 🔁 X 0/1  
* 穩定度：側上踢還不錯，卍字有找到飛、但飛不久。  
* 表現：有點無力ㄟ  
* 下次可以試試不同的飛，卍字變成pencil 、X飛、來回卍字  
  ",日常升級紀錄 202507-10.md
2025-07-29,handstand,心室,1.5,"強度：中  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力：引體向上（彎曲腳、直腿、直腿+上提夾）  
    - [x] Ayesha 🌈 跳上（今天感覺腳都壓的不太夠，好像肚子太脹核心沒力。最不穩的是cup；然後很多都腳在那邊摳摳摳😑）  
- [x] 主菜  
    - [x] Handstand 系列  
        - [x] 仙仙有點像翻跟斗的那個手倒立  
            * 成功率：6/9  
            * 差在幅度、最後沒有腰的感覺🤔好像是上身要hold +膝蓋角度要大於90度+腰頂好  
        - [x] [正坐→掛菜籃→A→BMbridge→手撐sneakyV→手倒立](https://www.instagram.com/reel/DK7S3AvM9ib/?igsh=MW16dXhjOGhocjJqaA==)  
            * 成功率：到過腳3/5  
            * 有比上次練習進步耶！可以過腳了  
            * 差最後手倒立+pencil了～  
            * Handstand 的時候感覺右手很重（腳壓在上面）感覺不太對  
        - [x] [看起來有點難的地板](https://www.instagram.com/reel/DKNCgbIohXL/?igsh=MXdxdmF0cXg3dnVlYQ==) by [@charlottepolefit](https://www.instagram.com/charlottepolefit/)  
            * 成功率：0/7  
            * 上去難，過門難，cup handstand 不敢上  
            * 有點像flag deadlift 的感覺  
    - [x] Flip/Drop  
        - [x] [解腳 drop](https://www.instagram.com/reel/DK9u0cWvB70/?igsh=MTQzcWVpdjVxYnc0aA==) by [@ki.jhyn](https://www.instagram.com/ki.jhyn)  
            * 成功率：6/7  
            * 但是沒有漂亮drop的感覺🤔比較像掉下來，有一個偷蹬有點感覺  ",日常升級紀錄 202507-10.md
2025-07-30,卍字飛飛+希臘神腹上,舞雲,,"* 成功率：3/3，2/3！  
* 穩定度：不錯  
* 表現：卍字飛胸大肌還是有點痛，不要那麼快放下、可以hold 久一點，然後進青蛙腹上～希臘神腹上成功捲上去了！！！先hold 一下再捲、是有力氣的，但是用腳摳了一下～😎  ",日常升級紀錄 202507-10.md
2025-07-31,旋轉管,Flow,1.5,"- [x] 暖身  
    - [x] 拉伸（腰、腿）  
    - [x] Ayesha 🌈 outside 拉出來  
- [x] 主菜  
    - [x] 旋轉管  
        - [x] 旋轉：拿拿昨天那套2025/7/30  
            * 成功率：2/3  
            * 有學到穿頭頭細節  
        - [x] 旋轉：拿拿的課（我沒上）2025/7/23   
            * 成功率：3/4  
            * Meat hook時，注意頭頭在腳下，比較好抓右手  
            * 意外的不難欸～和2025/7/28有點相似的抓法  
        - [x] 旋轉 buibuibend + 飛馬Pegasus 2025/1/20  
            * 成功率：2/3  
            * 但是今天buibuibend 好重，腳沒有平。但也算是解鎖比較正確的buibuibend 自己練啦🥳  
    - [x] Flip/Drop  
        - [x] [Claw-Grip Faux-Flip](https://www.instagram.com/reel/DJP6yEDoCBs/?igsh=MWpoMWhmdmN4emMzYQ==) by [@jess_i_can_fly ](https://www.instagram.com/jess_i_can_fly)🔓  
            * 成功率：6/7（有兩個做錯了沒算）  
            * 下次換手看看～  ",日常升級紀錄 202507-10.md
2025-08-01,鳳凰,心室,,"- [x] 暖身  
    - [x] 拉伸  
    - [x] Tabata  
    - [x] Ayesha🌈（側跳上）注意腳背、體前彎角度: football 跳失敗～cup跳有hold 但感覺還可以再更穩！  
- [x] 主菜  
    - [x] 動力類  
        - [x] Fedotov 2025/7/3  
            - [x] Chair  接手  2025/7/3 13:54  
            - [x] 擺一條+換腳 +放手  2025/7/3 14:01  
    - [x] 鳳凰  
        - [x] 動力背上 2025/6/2, 2025/6/25  
            * 傑克刀hold ：  
            * 偷跳：  
        - [x] Cup 2025/7/8  
            * 接手：3/   
            * 但接的不太久～也沒有練跳上  
        - [x] Twisted 2025/5/19  
            * 偷跳：  
            * 尻上：5/🔓  
        - [x] 正手 2025/3/31  
            * Hold：  
            * 偷跳：5/8  
                * 最後一顆有pencil!  
                * 但今天的偷跳怪怪的，一開始一直上不去，後來上去了頭一直摩擦😑  ",日常升級紀錄 202507-10.md
2025-08-04,希臘神腹上🔓,舞雲,0.5,"* 成功率：腹上成功率2/3🔓  
* 穩定度：還可以耶，可以先轉半圈希臘神再上去  
* 表現：感覺很往右邊翻，屁股位置比較正，會好上很多！  
  ",日常升級紀錄 202507-10.md
2025-08-06,腹上+卍字飛,舞雲,0.5,"* 成功率：腹上成功率3/3🥳，卍字3次  
* 穩定度：腹上有點搖擺，但可以喬回來；卍字hold 不到一圈  
* 表現：腹上蠻好耶～卍字飛有點胸大肌不舒服  
###   ",日常升級紀錄 202507-10.md
2025-08-08,twisted 鳳凰+背上,舞雲,1.0,"* 強度：中（強制只練一半）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] Tabata  
    - [x] Ayesha 🌈 跳上（今天跳上都hold 蠻穩的，下次注意過程喔）  
- [x] 主菜  
    - [x] Twisted  
        - [x] 跳5/5 成功率高高讚  
        - [x] 不落地5/5 今天感覺腳摳很多  
        - [x] 希臘神0/3 很遠捏  
    - [x] 背上  
        - [x] 正手傑克刀  
            - [x] Hold 3  
            - [x] 跳1/5  
                * 好像要拎很多  
        - [x] 動力背上  
            - [x] Hold 5  
            - [x] 動力偷跳0/10  
                * 今天都沒跳上去嗚嗚嗚嗚  ",日常升級紀錄 202507-10.md
2025-08-11,希臘神腹上,舞雲,0.5,"* 成功率：1/7（有一次偷尻不算）  
* 穩定度：低  
* 表現：大概是今天解鎖鳳凰太興奮了，有點推不動＋舉不上去😅  
###   ",日常升級紀錄 202507-10.md
2025-08-12,瑪麗安柏+ regrip預備,心室,,"- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力  
    - [x] Ayesha🌈腹上（football跳不上去，其他都越來越穩囉！）  
    - [x] 左邊handspring *1  
- [x] 主菜  
    - [x] Adam   
        - [x] 瑪麗安柏*12  
            * 慢慢找到推屁股的力氣了，但是膝蓋會卡住拉不出來，還是需要小摳一下  
    - [x] Regrip bounce預備*3  
        * 倒立貼屁股+A，但是沒有放手，感覺今天有點緊  
    - [x] [airJamilla→A→hook→princess shouldermount→reGrip→jump](https://www.instagram.com/reel/DJtQ11gIZwx/?igsh=MWFydTBlcXRzamFqdw==)  
        * 先練jamilla到A*8（變穩囉  
        * Air try*4（感覺air回到原來的jamilla也比較難,不穩）  
        * A後面還沒練  
    - [x] Drop  
        - [x] Butterfly try*5感覺屁股推高一點，靠近手，比較不可怕  
        - [x] Double knee hook *1不敢跳  
        - [x] 雞爪上Brass monkey drop *3  ",日常升級紀錄 202507-10.md
2025-08-13,Jamilla air 正手+希臘神腹上,舞雲,,"* 成功率：Jamilla air 0/6；希臘神腹上2/3需要專心欸；走3個鳳凰  
* 穩定度：Jamilla air右腳一直摳，是上得去啦，但就不漂亮，拿拿說下手要挖。希臘神腹上有變輕哦！而且X成功翻上去了（可能轉速有幫助），下次X再扁一點  
* 表現：腹上讚讚  ",日常升級紀錄 202507-10.md
2025-08-18,twisted鳳凰,舞雲,0.5,"* 成功率：3/5  
* 穩定度：中  
* 表現：有一顆是完全腹上 hold 上去的感覺！可能因為今天解鎖杯鳳凰，比較有找到翻肚肚的感覺～比上週破蛋做的好！  
  ",日常升級紀錄 202507-10.md
2025-08-19,Flag hold,心室,1.5,"* 強度：中（感覺身體累累的）  
- [x] 暖身  
    - [x] 拉伸  
    - [x] 肌力 大字引體夾腿🥷  
    - [x] Ayesha🌈腹跳（下來hold進lock，挑戰失敗~感覺要先會：進 X、X進 lock）  
    - [x] 左邊跳一個  
    - [x] Re-grip bounce 一個  
- [x] 主菜  
    - [x] Flag *5  
        - [x] [Flag上去](https://www.instagram.com/reel/DLTS9ppzOjP/?igsh=NjlpdjJscWJ3dmgw) 進十字腿 by 台南Sharon  
            * 地面*5  
            * air 爬上去*5，還 deadlift 不上去  
            * 十字腿下手要滑動（到 handspring 推的地方，就會很穩），腿不可以一直掛在 flag 平台。我還沒做標準  
        - [x] Flag下來 *6  
            * 很容易撞奶頭撞胸部（Flag手那側），請注意安全  
        - [x] Flag to Janeiro   
            * 用跳的 * 3  
            * Air 用爬的 * 4  
            * 今天 Janeiro 放手失敗  
        - [x] Shark 背手手平平的東西 2024/5/15 *8  
            * Helloboy 穿腳那裡，下腳要一直關起來（體前彎、夾起來），不然會卡屁股  
            * Shark 還是放不了腿耶，更遑論 drop😅  
    - [x] Flip/Drop  
        - [x] Double Knee Hook Drop *1  ",日常升級紀錄 202507-10.md
2025-08-20,希臘神腹上🔁ironX，卍字飛🔁ironX,舞雲,0.0,* 只睡四小時太累，身體需要休息，取消  ,日常升級紀錄 202507-10.md
2025-08-21,軟招串聯,Flow,1.0,"- [x] 暖身  
    - [x] 拉伸  
    - [x] 旁腿＋胸腰（被動＋主動柔軟度）  
    - [x] Ayesha🌈跳上  
- [ ] 主菜  
    - [ ] 超級軟  
        - [x] 扁扁的JELLAGRA   
        - [x] 嬌嬌抱腿  
        - [x] 天堂鳥（雙手抓腳 肩膀塞不進去  
        - [x] Broken Split  
    - [ ] 嘗試  
        - [ ] [Hip to Hip Split to](https://www.instagram.com/p/DNiQwo8N_C9/) ...（類似 Inside leg 轉 Inside Leg）   
    - [ ] Flip/Drop  
        - [x] Table Top Flip  
        - [x] Outside leg Flip  
        - [x] Swan Drop  ",日常升級紀錄 202507-10.md
2025-08-22,複習 Inyeong 抓跑,自空,1.0,"* 強度：中  
- [x] 暖身  
    - [x] 拉伸  
    - [x] Tabata  
    - [x] Ayesha🌈跳上  
- [x] 主菜  
    - [x] Inyeong 抓跑類（DoubleKnee Flip、小後翻） 2025/7/4  
        - [x] 固定 flip：順時針跑右腳蹬抓左手 右手高 飛，爬管，左手高swing，換手+double knee hook，右手低 左手門神手，跳下（brassmonkey flip的感覺）   20:52  
        - [x] 固定：逆時針跑左腳蹬左手抓右手cup 21:10  
        - [x] Snake drop 21:22  
    - [x] 飛飛 Fedotov 2025/7/3  
        - [x] Chair  接手  2025/7/3 13:54  
        - [x] 擺一條+換腳 +放手  2025/7/3 14:01  
    - [x] 拿拿之前的飛飛  
        - [x] blackpink週二的跑跑擺盪 2025/4/2  
            - [x] 大字飛＋推手 2025/1/7, 2025/4/2  
            - [x] Kick風火輪 到 chair 2025/4/2  
            - [x] 手倒立直升機, 2025/4/2  
    - [x] [Reiko, Cupid Flip](https://www.youtube.com/watch?v=gcrdt5Bqj6w)  ",日常升級紀錄 202507-10.md
